timestamp,dt,CAN Time(ms),Left TPos,Right TPos,Left APos,Right APos,Right Target,Left Target,Left Actual,Right Actual,Left Setpoint,Right Setpoint,Heading Diff,Target Heading,Acutal Heading,T %,LX,LY,RX,RY
40.74061,0.050080000000001235,2.0920000000046457,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0015203949573106001,-0.0015203949573106001,-1.5203949573106001E-4,179.99984796050427,,1.0,5.5,16.26397,5.5,18.44437
40.775237,0.2681219999999982,4.747999999999308,-0.025,-0.025,0.0,0.0,-0.5,-0.5,0.0,0.0,-30.575045026638342,-30.578085816552964,-1.5203949573106001E-4,179.99984796050427,,-4.972666290388008E-5,5.525,16.26397,5.525,18.44437
40.802217,0.027385000000002435,2.5819999999967536,-0.075,-0.075,0.0,0.0,-1.0,-1.0,0.0,0.0,-63.503653942202895,-63.506694732117516,-1.5203949573106001E-4,179.99984796050427,,-2.3941850002747397E-5,5.575,16.26397,5.575,18.44437
40.816695,0.023754999999994197,2.937000000002854,-0.15,-0.15,-0.011936927164396764,-0.014791409747187295,-1.5,-1.5,-0.11936927164396764,0.0,-97.66125947673635,-98.78734714165097,-1.5203949573106001E-4,179.99984796050427,,-1.556804576816634E-5,5.65,16.26397,5.65,18.44437
40.842677,0.015596999999999639,3.754000000000701,-0.25,-0.25,-0.03607027990980761,-0.03373479416025173,-2.0,-2.0,-0.3607027990980762,-0.14791409747187295,-133.02344756773869,-135.0284414826533,-1.5203949573106001E-4,179.99984796050427,,-1.1429526035523768E-5,5.75,16.26397,5.75,18.44437
40.870269,0.024191999999999325,6.228000000000122,-0.375,-0.375,-0.11781228114426372,-0.13234419247483367,-2.5,-2.5,-0.6461510573771292,-0.33734794160251724,-171.12264007232852,-172.43095433550593,0.0798479587161296,179.99984796050427,,0.00466612475604515,5.875,16.26397,5.875,18.44437
40.884135,0.028302000000003602,3.9730000000020027,-0.525,-0.525,-0.11781228114426372,-0.13234419247483367,-3.0,-3.0,-1.1781228114426372,-1.3234419247483369,-209.35454018703146,-204.5903934411833,0.16984796229240828,179.99984796050427,,0.008112934266468303,6.025,16.26397,6.025,18.44437
40.914222,0.01295199999999852,10.01200000000324,-0.7,-0.7,-0.23873854328793528,-0.2540489498683572,-3.5,-3.5,-1.7619942488316094,-1.9955428237871982,-249.15020253378236,-242.35597761525048,0.22984796467659407,179.99984796050427,,0.009225277055330867,6.2,16.26397,6.2,18.44437
40.932128,0.03082200000000057,2.9520000000005098,-0.9,-0.9,-0.30880311577461195,-0.33111997960370154,-4.0,-4.0,-2.735113311146563,-2.400360353710219,-290.507283308937,-284.06989441135164,0.24984796050426894,179.99984796050427,,0.008600402635639626,6.4,16.26397,6.4,18.44437
40.949539,0.01934800000000081,1.7390000000006012,-1.125,-1.125,-0.40248204417346484,-0.42116593016991194,-4.5,-4.5,-2.735113311146563,-2.984231791099191,-333.2083997536397,-326.3118312758427,0.2398479551398509,179.99984796050427,,0.0071981365210836345,6.625,16.26397,6.625,18.44437
40.990084,0.049483000000002164,1.2800000000012801,-1.375,-1.375,-0.570896516558106,-0.5200348269011112,-5.0,-5.0,-3.9781107267435303,-3.8769063442627756,-360.09515353767864,-360.4833506014351,0.21984795931217604,179.99984796050427,,0.00610527404082855,6.875,16.26397,6.875,18.44437
41.039157,0.0500989999999959,1.2800000000012801,-1.625,-1.625,-0.733342525360549,-0.7691533068537393,-5.0,-5.0,-4.201279365034426,-4.338813525841606,-369.13238548349784,-359.7662854099939,0.2998479724251979,179.99984796050427,,0.008123047020988157,7.125,16.26397,7.125,18.44437
41.089278,0.05003700000000322,2.2479999999944766,-1.875,-1.875,-1.045259622134569,-0.9853154878959677,-5.0,-5.0,-4.743631055764627,-4.652806609948565,-365.5071169882426,-360.74980659712696,0.5198479414307826,179.99984796050427,,0.014222648951798788,7.375,16.26397,7.375,18.44437
41.152514,0.0498359999999991,2.3300000000006094,-2.125,-2.125,-1.4308742692279077,-1.487704422467101,-5.0,-5.0,-5.587000909770921,-5.8724491680499735,-370.52481762445717,-345.54641334029037,0.94984794858334,179.99984796050427,,0.025635204536988712,7.625,16.26397,7.625,18.44437
41.192727,0.05003500000000116,3.0020000000021696,-2.375,-2.375,-1.680252247597153,-1.7183985148398992,-5.0,-5.0,-6.290241618803861,-6.222772030483356,-358.9067760731717,-343.1457544584538,1.1298479557358974,179.99984796050427,,0.03148026259346942,7.875,16.26397,7.875,18.44437
41.241203,0.05000599999999622,2.372000000001151,-2.625,-2.625,-1.9353391911319797,-1.9625865248767984,-5.0,-5.0,-6.404420922115481,-6.0411231388512325,-355.42818745615136,-336.267752017352,0.8298479438149684,179.99984796050427,,0.023347837146915802,8.125,16.26397,8.125,18.44437
41.291216,0.049978000000002964,2.8550000000038267,-2.875,-2.875,-2.315504371476355,-2.3248463144745783,-5.0,-5.0,-6.352521238792018,-6.0592880280144445,-337.7820209167869,-341.57978843609453,0.28984795215961867,179.99984796050427,,0.008580917106627861,8.375,16.26397,8.375,18.44437
41.343973,0.05002600000000257,0.9599999999991837,-3.125,-3.125,-2.5474959559322397,-2.5490529464319436,-5.0,-5.0,-6.178657299658412,-5.924348851373438,-335.9762840783334,-337.0328404664259,-0.06015203815462655,179.99984796050427,,-0.0017903656003470177,8.625,16.26397,8.625,18.44437
41.389055,0.049964999999993154,2.7490000000014447,-3.375,-3.375,-2.9053442724475254,-2.7976524295513374,-5.0,-5.0,-5.898399009711706,-5.841309358055895,-323.429726697902,-339.5646036637352,-0.30015205141666,179.99984796050427,,-0.009280286462258789,8.875,16.26397,8.875,18.44437
41.441253,0.050091000000001884,1.4350000000007412,-3.625,-3.625,-3.183007578228059,-3.1627667017319077,-5.0,-5.0,-6.287646634637687,-6.137137552999641,-294.3271144049631,-355.2344530235521,-2.950152087179447,179.99984796050427,,-0.10023378556691004,9.125,16.26397,9.125,18.44437
41.493834,0.04997500000000343,1.705999999998653,-3.875,-3.875,-3.440689505929058,-3.524507494496453,-5.0,-5.0,-5.353452334815332,-6.121567648002602,-294.80438652192873,-355.8019570359644,-2.8301519632017857,179.99984796050427,,-0.09600101262371372,9.375,16.26397,9.375,18.44437
41.540712,0.04995100000000008,2.8019999999955303,-4.125,-4.125,-3.7139413386270976,-3.860038947182649,-5.0,-5.0,-5.309337603990387,-6.933797692014816,-300.6168131722805,-327.47473620249053,-2.0301520108855016,179.99984796050427,,-0.067532883123275,9.625,16.26397,9.625,18.44437
41.590097,0.04995599999999456,2.1219999999999573,-4.375,-4.375,-4.062188213727542,-4.065561693143567,-5.0,-5.0,-6.277266697972994,-6.791073562875289,-294.4735756647649,-328.5592342143841,-1.7201520681059606,179.99984796050427,,-0.05841447960900298,9.875,16.26397,9.875,18.44437
41.644952,0.05001200000000239,2.2570000000001755,-4.375,-4.375,-4.3743648089181795,-4.401093145829764,-0.0,-0.0,-5.766054817236872,-5.480606558957819,9.921252938818908,-16.04663207793279,-1.850152063337589,179.99984796050427,,1.8648371075174335,9.875,16.26397,9.875,18.44437
41.697711,0.049995000000002676,1.682999999999879,-4.65037,-4.64963,-4.543298278136056,-4.73947908109875,-5.49255,-5.50745,-4.811100644085131,-5.838714373889721,-307.6601062594244,-323.37139184229375,-1.330367419311699,-179.98036739546984,,-0.04324146654847443,10.15037,16.26398,10.14963,18.44438
41.752292,0.05013999999999896,11.579999999995039,-4.95327,-4.94673,-4.818366599750416,-4.937216874561149,-5.94206,-6.05794,-4.432232955823841,-5.361237287313851,-361.77101117922194,-337.79822307050324,-0.14796061481251854,-179.82796062196508,,-0.004089896930387787,10.45327,16.26443,10.44673,18.44482
41.791354,0.05003699999999611,1.9969999999958077,-5.28446,-5.26554,-5.003388970798565,-5.320496035904932,-6.37622,-6.62376,-4.561982164132503,-5.8101695480618165,-409.01763467615433,-346.09209841613864,0.8669064526425245,-179.50309355212588,,0.021194842939447105,10.78445,16.26628,10.76554,18.4466
41.841452,0.04985900000000498,2.625000000001876,-5.64443,-5.60557,-5.283387762328655,-5.553006617194051,-6.80047,-7.19948,-5.516936337284244,-6.105997743005562,-468.38287211962074,-360.81365575023926,2.801162801808573,-178.97883716958117,,0.059804979399271915,11.1444,16.27096,11.10553,18.45102
41.891552,0.05014099999999644,2.192999999998335,-6.03367,-5.96632,-5.66744541892229,-5.7805867285674415,-7.21504,-7.78485,-6.687274196228361,-5.8283344372250285,-509.8025719978518,-388.85603147379965,3.590018721106901,-178.2299813313452,,0.07041978440865984,11.53352,16.28034,11.46618,18.4597
41.940465,0.049804000000001736,1.4530000000050336,-6.45265,-6.34733,-5.9419947437034155,-6.163606391494607,-7.62034,-8.37946,-6.5860698137476055,-6.160492410495199,-563.0312213279337,-405.47056219963156,4.197538137525498,-177.23246181002241,,0.07455249333465773,11.95217,16.29681,11.8469,18.47467
41.993018,0.050066000000001054,1.9729999999995584,-6.90177,-6.74819,-6.3885915187018245,-6.599563731411707,-8.01718,-8.98247,-7.136206456976327,-6.739173879551825,-607.7875055732784,-427.7376859881092,5.24549382874909,-175.9645062093979,,0.08630473283259461,12.40051,16.32333,12.24706,18.49833
42.043445,0.049957999999996616,2.57299999999816,-7.38139,-7.16855,-6.710110056890685,-6.879822021358414,-8.40706,-9.59238,-7.6811531318727,-7.162156298638058,-665.7695243740327,-440.600869016484,6.1133660164892945,-174.4066339644372,,0.09182405911771314,12.87845,16.36345,12.66594,18.53347
