timestamp,dt,CAN Time(ms),Left TPos,Right TPos,Left APos,Right APos,Right Target,Left Target,Left Actual,Right Actual,Left Setpoint,Right Setpoint,Heading Diff,Target Heading,Acutal Heading,T %,LX,LY,RX,RY
63.392587,0.049827999999997985,3.4999999999953957,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0015203949573106001,-0.0015203949573106001,-1.5203949573106001E-4,179.99984796050427,,1.0,5.5,16.26397,5.5,18.44437
63.426562,0.21573000000000064,3.7319999999994025,-0.025,-0.025,0.0,0.0,-0.5,-0.5,0.0,0.0,-30.575045026638342,-30.578085816552964,-1.5203949573106001E-4,179.99984796050427,,-4.972666290388008E-5,5.525,16.26397,5.525,18.44437
63.452176,0.0287270000000035,3.163000000000693,-0.075,-0.075,0.0,0.0,-1.0,-1.0,0.0,0.0,-63.503653942202895,-63.506694732117516,-1.5203949573106001E-4,179.99984796050427,,-2.3941850002747397E-5,5.575,16.26397,5.575,18.44437
63.481616,0.02180800000000005,2.6909999999986667,-0.15,-0.15,-0.015829403413656577,-0.04100074982553671,-1.5,-1.5,-0.1582940341365658,-0.17645892329977825,-97.29504853923635,-97.12719089165097,-1.5203949573106001E-4,179.99984796050427,,-1.5626642672339773E-5,5.65,16.26397,5.65,18.44437
63.500636,0.03015699999999555,3.6580000000014934,-0.25,-0.25,-0.0679885851537381,-0.04100074982553671,-2.0,-2.0,-0.38146267242746185,-0.41000749825536714,-132.72813506997386,-132.66262116791813,-0.010152039272213642,179.99984796050427,,-7.64874701724809E-4,5.75,16.26397,5.75,18.44437
63.512265,0.017293000000002223,2.5639999999995666,-0.375,-0.375,-0.0679885851537381,-0.07759002656857897,-2.5,-2.5,-0.679885851537381,-0.7759002656857897,-169.6052572866506,-169.50497774618384,-0.04015203860166139,179.99984796050427,,-0.0023673817217705843,5.875,16.26397,5.875,18.44437
63.535726,0.012318000000000495,2.792999999996937,-0.525,-0.525,-0.1126223128119173,-0.13571767189085884,-3.0,-3.0,-1.1262231281191728,-1.3571767189085888,-211.8420401616995,-206.47301065401527,-0.05015204024078912,179.99984796050427,,-0.0023674262295863445,6.025,16.26397,6.025,18.44437
63.549813,0.024335999999998137,2.359999999995921,-0.675,-0.675,-0.17905390746595146,-0.20604174279415283,-3.0,-3.0,-1.7905390746595145,-2.0604174279415286,-215.8050823874338,-213.66906066840772,-0.020152039048696224,179.99984796050427,,-9.338074351982762E-4,6.175,16.26397,6.175,18.44437
63.597508,0.049663000000002455,3.1060000000024957,-0.825,-0.825,-0.313733585690341,-0.35499383393249506,-3.0,-3.0,-2.7454932478112557,-3.139930841069584,-217.6464449048065,-213.3676497661618,0.019847960057234104,179.99984796050427,,9.119358722314597E-4,6.325,16.26397,6.325,18.44437
63.645531,0.04998400000000203,1.449999999998397,-0.975,-0.975,-0.5285982746494827,-0.5407947002304968,-3.0,-3.0,-3.495443671835313,-3.4461389726780225,-210.1438621499123,-217.08791851118275,-0.12015203681352205,179.99984796050427,,-0.005717608669807736,6.475,16.26397,6.475,18.44437
63.693794,0.050156999999998675,1.046999999999798,-1.125,-1.125,-0.6606829687076992,-0.6905252866186911,-3.0,-3.0,-3.4694938301735814,-3.35531452686196,-212.42936528781462,-210.82478886340715,-0.06015203815462655,179.99984796050427,,-0.0028316253768930788,6.625,16.26397,6.625,18.44437
63.745228,0.04996699999999521,2.438999999995417,-1.275,-1.275,-0.9048709787445981,-0.9318588140727996,-3.0,-3.0,-3.723802278458556,-3.736777199289422,-206.76799333034955,-206.35619056099904,0.2598479509675258,179.99984796050427,,0.012567126409761655,6.775,16.26397,6.775,18.44437
63.795856,0.0498800000000017,0.9870000000020696,-1.425,-1.425,-1.0639435081310158,-1.0753614384621781,-3.0,-3.0,-4.032605394233168,-3.84836151843487,-204.51443405020828,-201.04325614376705,0.11984795782205993,179.99984796050427,,0.005860122214779093,6.925,16.26397,6.925,18.44437
63.851699,0.049970000000001846,1.9679999999979714,-1.575,-1.575,-1.2525988570118083,-1.2819221780895655,-3.0,-3.0,-3.477278782672101,-3.5343684343279116,-199.5776716055789,-197.02192332852317,-0.010152039272213642,179.99984796050427,,-5.08676105425105E-4,7.075,16.26397,7.075,18.44437
63.897505,0.050007999999998276,1.806999999999448,-1.725,-1.725,-1.4070004148991142,-1.4233488151460054,-3.0,-3.0,-3.4305690676809832,-3.479873766838274,-199.06356538412746,-197.92852022760138,-0.020152039048696224,179.99984796050427,,-0.001012341912484557,7.225,16.26397,7.225,18.44437
63.944758,0.050014000000004444,1.1810000000025411,-1.875,-1.875,-1.6306880500232448,-1.6343210278558873,-3.0,-3.0,-3.7808919301143664,-3.4175941468501168,-187.23090456383792,-204.26988266301768,-0.5101520299589879,179.99984796050427,,-0.02724721280108153,7.375,16.26397,7.375,18.44437
